frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,DNP3 Object Count,DNP3 Objects,attack_type
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,13,3,39,1,arpspoof,24:33.0,631,1,131,0x00000044,0x000000c0,129,0x000000c8,33,0,3
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,24:33.5,1195,1,172,0x00000044,0x000000c0,129,0x000000c2,46,1,3
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,4,1,12,1,arpspoof,24:34.8,456,1,109,0x00000044,0x000000c0,129,0x000000c7,28,127,3
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,24:35.3,399,1,73,0x00000044,0x000000c0,129,0x000000c8,16,15,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,24:35.8,493,1,133,0x00000044,0x000000c0,129,0x000000c7,36,511,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,4,1,12,0,,24:37.1,390,1,121,0x00000044,0x000000c0,129,0x000000c9,32,247,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,24:37.1,968,1,160,0x00000044,0x000000c0,129,0x000000cb,42,1,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,24:43.2,390,1,121,0x00000044,0x000000c0,129,0x000000ca,32,247,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,16,3,48,1,arpspoof,24:43.6,631,1,131,0x00000044,0x000000c0,129,0x000000c9,33,0,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55493,20000,18,0x00000018,0,-1,12,2,36,0,,24:43.7,493,1,133,0x00000044,0x000000c0,129,0x000000c8,36,511,3
225,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,211,0x00004000,20000,55493,171,0x00000018,0,0.000886,0,0,0,0,,24:43.9,399,1,73,0x00000044,0x000000c0,129,0x000000c9,16,15,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,57733,20000,18,0x00000018,0,-1,0,0,0,0,,24:45.0,1195,1,172,0x00000044,0x000000c0,129,0x000000c3,46,1,3
293,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,279,0x00004000,20000,57733,239,0x00000018,0,0.000656,0,0,0,0,,24:49.4,601,1,201,0x00000044,0x000000c0,129,0x000000c0,55,2,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,24:53.2,560,1,148,0x00000044,0x000000c0,129,0x000000c4,38,1,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,49701,20000,18,0x00000018,0,-1,6,1,18,0,,24:53.3,1200,1,208,0x00000044,0x000000c0,129,0x000000c2,58,1,3
239,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,225,0x00004000,20000,49701,185,0x00000018,0,0.000591,0,0,0,0,,25:05.0,456,1,109,0x00000044,0x000000c0,129,0x000000c8,28,127,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,52851,20000,18,0x00000018,0,-1,0,0,0,0,,25:07.2,968,1,160,0x00000044,0x000000c0,129,0x000000cc,42,1,3
196,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,182,0x00004000,20000,52851,142,0x00000018,0,0.001471,0,0,0,0,,25:13.4,390,1,121,0x00000044,0x000000c0,129,0x000000cb,32,247,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,38491,20000,18,0x00000018,0,-1,0,0,0,0,,25:13.7,631,1,131,0x00000044,0x000000c0,129,0x000000ca,33,0,3
206,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,192,0x00004000,20000,38491,152,0x00000018,0,0.001009,0,0,0,0,,25:13.8,493,1,133,0x00000044,0x000000c0,129,0x000000c9,36,511,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,36503,20000,18,0x00000018,0,-1,0,0,0,0,,25:14.1,399,1,73,0x00000044,0x000000c0,129,0x000000ca,16,15,3
208,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,194,0x00004000,20000,36503,154,0x00000018,0,0.000508,0,0,0,0,,25:15.1,1195,1,172,0x00000044,0x000000c0,129,0x000000c4,46,1,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,43991,20000,18,0x00000018,0,-1,0,0,0,0,,25:19.6,601,1,201,0x00000044,0x000000c0,129,0x000000c1,55,2,3
142,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,128,0x00004000,20000,43991,88,0x00000018,0,0.002173,0,0,0,0,,25:23.3,560,1,148,0x00000044,0x000000c0,129,0x000000c5,38,1,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,56515,20000,18,0x00000018,0,-1,5,1,15,0,,25:23.5,1200,1,208,0x00000044,0x000000c0,129,0x000000c3,58,1,3
253,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,239,0x00004000,20000,56515,199,0x00000018,0,0.00145,0,0,0,0,,25:35.1,456,1,109,0x00000044,0x000000c0,129,0x000000c9,28,127,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,25:36.3,560,1,22,0x00000044,0x000000c0,129,0x000000c6,1,1200,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,25:37.4,968,1,160,0x00000044,0x000000c0,129,0x000000cd,42,1,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55909,20000,18,0x00000018,0,-1,0,0,0,0,,25:43.6,390,1,121,0x00000044,0x000000c0,129,0x000000cc,32,247,3
182,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,168,0x00004000,20000,55909,128,0x00000018,0,0.000495,0,0,0,0,,25:43.9,631,1,131,0x00000044,0x000000c0,129,0x000000cb,33,0,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,25:44.0,493,1,133,0x00000044,0x000000c0,129,0x000000ca,36,511,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,25:44.2,631,1,22,0x00000044,0x000000c0,129,0x000000cc,1,999,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,33571,20000,18,0x00000018,0,-1,0,0,0,0,,25:44.2,399,1,73,0x00000044,0x000000c0,129,0x000000cb,16,15,3
286,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,272,0x00004000,20000,33571,232,0x00000018,0,0.00066,0,0,0,1,arpspoof,25:45.3,1195,1,172,0x00000044,0x000000c0,129,0x000000c5,46,1,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,10,2,30,1,arpspoof,25:49.7,601,1,201,0x00000044,0x000000c0,129,0x000000c2,55,2,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,12,3,36,1,arpspoof,25:53.5,560,1,148,0x00000044,0x000000c0,129,0x000000c7,38,1,3
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,4,1,12,0,,25:53.6,601,1,22,0x00000044,0x000000c0,129,0x000000c3,1,,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,4,1,12,1,arpspoof,25:53.6,1200,1,208,0x00000044,0x000000c0,129,0x000000c4,58,1,3
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,26:01.2,968,1,22,0x00000044,0x000000c0,129,0x000000ce,1,1000,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,26:05.3,456,1,109,0x00000044,0x000000c0,129,0x000000ca,28,127,3
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,26:07.5,968,1,160,0x00000044,0x000000c0,129,0x000000cf,42,1,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,26:13.7,390,1,121,0x00000044,0x000000c0,129,0x000000cd,32,247,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,4,1,12,1,arpspoof,26:14.0,631,1,131,0x00000044,0x000000c0,129,0x000000cd,33,0,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,12,2,36,1,arpspoof,26:14.1,493,1,133,0x00000044,0x000000c0,129,0x000000cb,36,511,3
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,55493,20000,27,0x00000018,0,-1,0,0,0,0,,26:14.4,399,1,73,0x00000044,0x000000c0,129,0x000000cc,16,15,3
85,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,71,0x00004000,20000,55493,31,0x00000018,0,0.002016,0,0,0,1,DNP3,26:15.1,560,1,22,0x00000044,0x000000c0,129,0x000000c8,1,1100,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55493,20000,18,0x00000018,0,-1,12,2,36,0,,26:15.5,1195,1,172,0x00000044,0x000000c0,129,0x000000c6,46,1,3
225,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,211,0x00004000,20000,55493,171,0x00000018,0,0.002211,0,0,0,0,,26:19.9,601,1,201,0x00000044,0x000000c0,129,0x000000c4,55,2,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,57733,20000,18,0x00000018,0,-1,0,0,0,0,,26:21.8,601,1,22,0x00000044,0x000000c0,129,0x000000c5,1,82,3
293,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,279,0x00004000,20000,57733,239,0x00000018,0,0.000574,0,0,0,0,,26:23.6,560,1,148,0x00000044,0x000000c0,129,0x000000c9,38,1,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,26:23.8,1200,1,208,0x00000044,0x000000c0,129,0x000000c5,58,1,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,49701,20000,18,0x00000018,0,-1,5,1,15,0,,26:34.2,968,1,22,0x00000044,0x000000c0,129,0x000000c0,1,1300,3
239,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,225,0x00004000,20000,49701,185,0x00000018,0,0.000469,0,0,0,1,arpspoof,26:35.4,456,1,109,0x00000044,0x000000c0,129,0x000000cb,28,127,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,52851,20000,18,0x00000018,0,-1,0,0,0,0,,26:37.7,968,1,160,0x00000044,0x000000c0,129,0x000000c1,42,1,3
196,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,182,0x00004000,20000,52851,142,0x00000018,0,0.000272,0,0,0,0,,26:43.9,390,1,121,0x00000044,0x000000c0,129,0x000000ce,32,247,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,38491,20000,18,0x00000018,0,-1,0,0,0,0,,26:44.2,631,1,131,0x00000044,0x000000c0,129,0x000000ce,33,0,3
206,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,192,0x00004000,20000,38491,152,0x00000018,0,0.000537,0,0,0,0,,26:44.3,493,1,133,0x00000044,0x000000c0,129,0x000000cc,36,511,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,36503,20000,18,0x00000018,0,-1,0,0,0,0,,26:44.6,399,1,73,0x00000044,0x000000c0,129,0x000000cd,16,15,3
208,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,194,0x00004000,20000,36503,154,0x00000018,0,0.000374,0,0,0,0,,26:45.6,1195,1,172,0x00000044,0x000000c0,129,0x000000c7,46,1,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,43991,20000,18,0x00000018,0,-1,0,0,0,0,,26:46.4,560,1,28,0x00000044,0x000000c0,129,0x000000ca,1,1,3
142,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,128,0x00004000,20000,43991,88,0x00000018,0,0.002371,0,0,0,0,,26:50.1,601,1,201,0x00000044,0x000000c0,129,0x000000c6,55,2,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,56515,20000,18,0x00000018,0,-1,5,1,15,0,,26:53.8,560,1,148,0x00000044,0x000000c0,129,0x000000cb,38,1,3
253,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,239,0x00004000,20000,56515,199,0x00000018,0,0.000547,0,0,0,0,,26:53.9,1200,1,208,0x00000044,0x000000c0,129,0x000000c6,58,1,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,27:05.6,456,1,109,0x00000044,0x000000c0,129,0x000000cc,28,127,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,27:07.9,968,1,160,0x00000044,0x000000c0,129,0x000000c2,42,1,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55909,20000,18,0x00000018,0,-1,0,0,0,0,,27:14.0,390,1,121,0x00000044,0x000000c0,129,0x000000cf,32,255,3
182,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,168,0x00004000,20000,55909,128,0x00000018,0,0.001773,0,0,0,0,,27:14.3,631,1,131,0x00000044,0x000000c0,129,0x000000cf,33,0,3
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,27:14.4,493,1,133,0x00000044,0x000000c0,129,0x000000cd,36,511,3
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,33571,20000,18,0x00000018,0,-1,0,0,0,0,,27:14.7,399,1,73,0x00000044,0x000000c0,129,0x000000ce,16,15,3
286,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:23,192.168.0.5,172.16.0.2,272,0x00004000,20000,33571,232,0x00000018,0,0.001772,0,0,0,0,,27:15.8,1195,1,172,0x00000044,0x000000c0,129,0x000000c8,46,1,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,27:20.2,601,1,201,0x00000044,0x000000c0,129,0x000000c7,55,2,3
60,eth:ethertype:arp,00:00:00:aa:00:23,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,15,3,45,1,arpspoof,27:23.9,560,1,148,0x00000044,0x000000c0,129,0x000000cc,38,1,3
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:23,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,55493,20000,27,0x00000018,0,-1,8,2,24,0,,27:24.1,1200,1,208,0x00000044,0x000000c0,129,0x000000c7,58,1,3
42,0,3,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,13:47.3,6,0,4,0,0,129,7,38,1,3
42,0,3,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,13:47.4,1,0,8,0,0,129,12,58,1,3
42,0,3,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,13:48.7,9,0,5,0,0,129,12,42,1,3
72,1,0,3,1,2,11,1,8,1,6,1,0,-1,22,4,66,0,1,13:49.0,2,0,1,0,0,129,3,32,255,3
225,1,3,0,2,1,6,1,1,8,5,1,0,0.001755,0,0,0,0,1,13:49.1,8,0,2,0,0,129,0,33,0,3
72,1,0,3,1,2,11,1,11,1,6,1,0,-1,0,0,0,0,1,13:49.5,5,0,3,0,0,129,1,36,511,3
293,1,3,0,2,1,10,1,1,11,10,1,0,0.002012,0,0,0,0,1,13:49.8,3,0,11,0,0,129,2,16,15,3
72,1,0,3,1,2,11,1,6,1,6,1,0,-1,6,1,18,0,1,13:50.6,6,0,9,0,0,129,8,1,1200,3
239,1,3,0,2,1,7,1,1,6,7,1,0,0.000762,0,0,0,0,1,13:51.2,0,0,6,0,0,129,12,46,1,3
72,1,0,3,1,2,11,1,7,1,6,1,0,-1,0,0,0,0,1,13:52.8,4,0,0,0,0,129,1,28,127,3
196,1,3,0,2,1,3,1,1,7,2,1,0,0.001784,0,0,0,0,1,13:53.8,7,0,7,0,0,129,4,55,2,3
72,1,0,3,1,2,11,1,4,1,6,1,0,-1,0,0,0,0,1,14:04.3,8,0,9,0,0,129,1,1,999,3
206,1,3,0,2,1,4,1,1,4,3,1,0,0.001924,0,0,0,0,1,14:16.8,7,0,9,0,0,129,5,1,,3
72,1,0,3,1,2,11,1,3,1,6,1,0,-1,0,0,0,0,1,14:17.4,6,0,4,0,0,129,9,38,1,3
208,1,3,0,2,1,5,1,1,3,4,1,0,0.001801,0,0,0,0,1,14:17.6,1,0,8,0,0,129,13,58,1,3
72,1,0,3,1,2,11,1,5,1,6,1,0,-1,0,0,0,0,1,14:18.8,9,0,5,0,0,129,13,42,1,3
142,1,3,0,2,1,1,1,1,5,15,1,0,0.001773,0,0,0,0,1,14:19.2,2,0,1,0,0,129,4,32,255,3
81,1,0,3,1,2,12,1,8,1,11,1,0,-1,5,1,15,0,1,14:19.2,8,0,2,0,0,129,2,33,0,3
85,1,3,0,2,1,13,1,1,8,12,1,0,0.000604,0,0,0,1,0,14:19.6,5,0,3,0,0,129,2,36,511,3
72,1,0,3,1,2,11,1,10,1,6,1,0,-1,0,0,0,0,1,14:20.0,3,0,11,0,0,129,3,16,15,3
253,1,3,0,2,1,8,1,1,10,8,1,0,0.000855,0,0,0,0,1,14:21.4,0,0,6,0,0,129,13,46,1,3
60,0,0,3,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,14:23.0,4,0,0,0,0,129,2,28,127,3
42,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,14:23.9,7,0,7,0,0,129,6,55,2,3
42,0,3,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,14:26.6,7,0,9,0,0,129,7,1,82,3
72,1,0,3,1,2,11,1,9,1,6,1,0,-1,0,0,0,0,1,14:33.6,9,0,9,0,0,129,14,1,1000,3
182,1,3,0,2,1,2,1,1,9,1,1,0,0.000791,0,0,0,1,2,14:47.6,6,0,4,0,0,129,10,38,1,3
42,0,3,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,14:47.7,1,0,8,0,0,129,14,58,1,3
72,1,0,3,1,2,11,1,2,1,6,1,0,-1,0,0,0,0,1,14:49.0,9,0,5,0,0,129,15,42,1,3
286,1,3,0,2,1,9,1,1,2,9,1,0,0.001901,0,0,0,0,1,14:49.3,2,0,1,0,0,129,5,32,255,3
42,0,3,4,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,14:49.4,8,0,2,0,0,129,3,33,0,3
60,0,0,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,14:49.8,5,0,3,0,0,129,3,36,511,3
60,0,0,4,0,0,0,0,0,0,0,0,0,-1,5,1,15,1,2,14:50.1,3,0,11,0,0,129,4,16,15,3
60,0,0,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,14:51.5,0,0,6,0,0,129,14,46,1,3
60,0,0,4,0,0,0,0,0,0,0,0,0,-1,14,3,42,1,2,14:53.2,4,0,0,0,0,129,3,28,127,3
60,0,0,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,14:54.0,6,0,9,0,0,129,11,1,1100,3
60,0,0,4,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,14:54.1,7,0,7,0,0,129,8,55,2,3
81,1,0,3,1,2,12,1,4,1,11,1,0,-1,0,0,0,0,1,15:04.9,6,0,10,0,0,129,12,1,1,3
85,1,3,0,2,1,13,1,1,4,12,1,0,0.001017,0,0,0,1,0,15:10.6,6,0,10,0,0,129,13,1,1,3
42,0,3,4,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,15:17.3,9,0,9,0,0,129,0,1,1300,3
42,0,3,4,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,15:17.7,6,0,4,0,0,129,14,38,1,3
42,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,15:17.9,1,0,8,0,0,129,15,58,1,3
60,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,15:19.1,9,0,5,0,0,129,1,42,1,3
42,0,3,4,0,0,0,0,0,0,0,0,0,-1,1,0,2,0,1,15:19.5,2,0,1,0,0,129,6,32,255,3
60,0,0,4,0,0,0,0,0,0,0,0,0,-1,4,1,12,1,2,15:19.5,8,0,2,0,0,129,4,33,0,3
60,0,0,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,15:19.9,5,0,3,0,0,129,4,36,511,3
60,0,0,4,0,0,0,0,0,0,0,0,0,-1,6,1,18,1,2,15:20.3,3,0,11,0,0,129,5,16,15,3
81,1,0,3,1,2,12,1,2,1,11,1,0,-1,13,2,41,0,1,15:21.7,0,0,6,0,0,129,15,46,1,3
85,1,3,0,2,1,13,1,1,2,12,1,0,0.001448,0,0,0,1,0,15:23.3,4,0,0,0,0,129,4,28,127,3
72,1,0,3,1,2,11,1,8,1,6,1,0,-1,0,0,0,0,1,15:24.2,7,0,7,0,0,129,9,55,2,3
225,1,3,0,2,1,6,1,1,8,5,1,0,0.001916,0,0,0,0,1,15:47.9,6,0,4,0,0,129,15,38,1,3
72,1,0,3,1,2,11,1,11,1,6,1,0,-1,0,0,0,0,1,15:48.0,1,0,8,0,0,129,0,58,1,3
293,1,3,0,2,1,10,1,1,11,10,1,0,0.002259,0,0,0,0,1,15:49.3,9,0,5,0,0,129,2,42,1,3
72,1,0,3,1,2,11,1,6,1,6,1,0,-1,7,1,20,0,1,15:49.6,2,0,1,0,0,129,7,32,255,3
239,1,3,0,2,1,7,1,1,6,7,1,0,0.000903,0,0,0,0,1,15:49.7,8,0,2,0,0,129,5,33,0,3
